"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
1154,0,0,0,0,1,0,0,20221202,20231209
1155,0,0,0,0,1,0,1,20221202,20231209
1156,1,1,1,1,0,0,1,20221202,20231209
1157,0,0,0,0,1,1,1,20221202,20231209
1158,0,0,0,0,1,0,1,20221202,20231209
1159,0,0,0,0,1,0,0,20221202,20231209
1160,0,0,0,0,0,1,0,20221202,20231209
1161,0,0,0,0,1,0,0,20221202,20231209
1162,0,0,0,0,0,1,0,20221202,20231209
1163,0,0,0,0,1,1,0,20221202,20231209
1164,1,1,1,1,0,1,1,20221202,20231209
1165,1,1,1,1,0,1,1,20221202,20231209
1166,1,1,1,1,0,1,0,20221202,20231209
1167,1,1,1,1,0,1,0,20221202,20231209
1168,1,1,1,1,0,1,0,20221202,20231209
1169,0,0,0,0,1,1,0,20221202,20231209
1170,0,0,0,0,1,1,0,20221202,20231209
1171,0,0,0,0,1,1,0,20221202,20231209
1172,0,0,0,0,1,1,0,20221202,20231209
1173,0,0,0,0,1,1,0,20221202,20231209
1174,0,0,0,0,1,0,0,20221202,20231209
1175,0,0,0,0,1,1,0,20221202,20231209
1176,0,0,0,0,1,1,1,20221202,20231209
1177,0,0,0,0,0,0,0,20221202,20231209
1178,0,0,0,0,0,1,0,20221202,20231209
1179,0,0,0,0,1,0,0,20221202,20231209
1180,0,0,0,0,0,0,0,20221202,20231209
1181,1,1,1,1,0,0,0,20221202,20231209
1182,0,0,0,0,0,0,1,20221202,20231209
1183,0,0,0,0,0,1,0,20221202,20231209
1184,0,0,0,0,0,0,0,20221202,20231209
1185,0,0,0,0,0,1,0,20221202,20231209
1186,0,0,0,0,0,0,0,20221202,20231209
1187,0,0,0,0,0,1,0,20221202,20231209
1188,0,0,0,0,0,1,0,20221202,20231209
1189,1,1,1,1,0,1,0,20221202,20231209
1190,0,0,0,0,0,1,0,20221202,20231209
1191,0,0,0,0,0,1,0,20221202,20231209
1192,0,0,0,0,1,1,0,20221202,20231209
1193,0,0,0,0,1,0,0,20221202,20231209
1194,0,0,0,0,1,0,0,20221202,20231209
1195,0,0,0,0,0,0,1,20221202,20231209
1196,0,0,0,0,1,0,0,20221202,20231209
1197,1,1,1,1,0,0,0,20221202,20231209
1198,0,0,0,0,1,1,0,20221202,20231209
1199,0,0,0,0,0,0,0,20221202,20231209
1200,0,0,0,0,1,1,0,20221202,20231209
1201,0,0,0,0,0,0,0,20221202,20231209
1202,0,0,0,0,0,1,1,20221202,20231209
1203,1,1,1,1,1,0,0,20221202,20231209
1204,0,0,0,0,0,1,1,20221202,20231209
1205,0,0,0,0,0,1,1,20221202,20231209
1206,1,1,1,1,1,1,1,20221202,20231209
1207,0,0,0,0,0,0,0,20221202,20231209
1208,1,1,1,1,1,1,1,20221202,20231209
1209,0,0,0,0,0,0,0,20221202,20231209
1210,0,0,0,0,0,0,0,20221202,20231209
1211,1,1,1,1,1,1,1,20221202,20231209
1212,1,1,1,1,0,0,1,20221202,20231209
1213,0,0,0,0,1,1,0,20221202,20231209
1214,0,0,0,0,0,0,0,20221202,20231209
1215,0,0,0,0,0,0,0,20221202,20231209
1216,0,0,0,0,0,0,0,20221202,20231209
1217,0,0,0,0,0,0,0,20221202,20231209
1218,0,0,0,0,0,1,1,20221202,20231209
1219,1,1,1,1,1,1,1,20221202,20231209
1220,0,0,0,0,1,0,0,20221202,20231209
1221,0,0,0,0,0,0,0,20221202,20231209
1222,1,1,1,1,1,0,0,20221202,20231209
1223,0,0,0,0,0,0,1,20221202,20231209
1224,0,0,0,0,0,1,0,20221202,20231209
1225,0,0,0,0,0,0,0,20221202,20231209
1226,1,1,1,1,1,0,1,20221202,20231209
1227,0,0,0,0,0,0,0,20221202,20231209
1228,0,0,0,0,0,1,0,20221202,20231209
1229,0,0,0,0,0,0,0,20221202,20231209
1230,0,0,0,0,1,1,1,20221202,20231209
1231,0,0,0,0,0,0,0,20221202,20231209
1232,1,1,1,1,0,1,1,20221202,20231209
1233,0,0,0,0,0,0,0,20221202,20231209
1234,0,0,0,0,0,0,0,20221202,20231209
1235,0,0,0,0,1,1,0,20221202,20231209
1236,0,0,0,0,0,0,0,20221202,20231209
1237,0,0,0,0,1,1,0,20221202,20231209
1238,1,1,1,1,0,0,1,20221202,20231209
1239,1,1,1,1,0,1,1,20221202,20231209
1240,0,0,0,0,1,0,0,20221202,20231209
1241,1,1,1,1,0,1,1,20221202,20231209
1242,0,0,0,0,1,0,0,20221202,20231209
1243,1,1,1,1,0,1,0,20221202,20231209
1244,0,0,0,0,1,0,1,20221202,20231209
1245,0,0,0,0,0,0,0,20221202,20231209
1246,1,1,1,1,0,0,1,20221202,20231209
1247,0,0,0,0,0,0,0,20221202,20231209
1248,0,0,0,0,1,1,1,20221202,20231209
1249,1,1,1,1,0,0,0,20221202,20231209
1250,0,0,0,0,1,0,1,20221202,20231209
1251,0,0,0,0,1,0,0,20221202,20231209
1252,0,0,0,0,1,0,0,20221202,20231209
1253,0,0,0,0,0,0,0,20221202,20231209
1254,1,1,1,1,1,0,0,20221202,20231209
1255,0,0,0,0,0,0,0,20221202,20231209
1256,1,1,1,1,0,0,0,20221202,20231209
1257,0,0,0,0,1,0,0,20221202,20231209
1258,0,0,0,0,0,0,0,20221202,20231209
1259,0,0,0,0,0,0,0,20221202,20231209
1260,1,1,1,1,0,0,0,20221202,20231209
1261,0,0,0,0,1,1,1,20221202,20231209
1262,1,1,1,1,1,1,1,20221202,20231209
1263,0,0,0,0,1,0,0,20221202,20231209
1264,1,1,1,1,1,0,0,20221202,20231209
1265,1,1,1,1,1,1,0,20221202,20231209
1266,1,1,1,1,0,1,0,20221202,20231209
1267,1,1,1,1,1,1,1,20221202,20231209
1268,0,0,0,0,1,1,0,20221202,20231209
1269,0,0,0,0,0,0,0,20221202,20231209
1270,0,0,0,0,0,0,0,20221202,20231209
1271,1,1,1,1,1,1,0,20221202,20231209
1272,1,1,1,1,1,1,1,20221202,20231209
1273,1,1,0,0,0,1,1,20221202,20231209
1274,1,1,1,1,0,1,1,20221202,20231209
1275,1,1,1,1,1,1,1,20221202,20231209
1276,1,1,0,0,0,1,1,20221202,20231209
1277,0,0,1,1,1,0,0,20221202,20231209
1278,1,1,1,1,1,1,1,20221202,20231209
1279,0,0,0,0,0,0,0,20221202,20231209
1280,0,0,0,0,0,0,0,20221202,20231209
1281,0,0,0,0,0,0,0,20221202,20231209
1282,1,1,1,1,0,0,0,20221202,20231209
1283,0,0,0,0,1,1,1,20221202,20231209
1284,0,0,0,0,0,0,1,20221202,20231209
1285,0,0,0,0,0,0,0,20221202,20231209
1286,0,0,0,0,0,1,1,20221202,20231209
1287,0,0,0,0,1,1,0,20221202,20231209
1288,1,1,1,1,0,0,0,20221202,20231209
1289,0,0,0,0,0,0,1,20221202,20231209
1290,0,0,0,0,0,0,0,20221202,20231209
1291,0,0,0,0,1,1,0,20221202,20231209
1292,0,0,0,0,1,1,0,20221202,20231209
1293,0,0,0,0,1,0,0,20221202,20231209
1294,0,0,0,0,0,1,1,20221202,20231209
1295,0,0,0,0,1,1,0,20221202,20231209
